Index,Type,Incorrect,Correct,Prediction,Levenshtein Distance,Accuracy,Exact Match
45,sentence,abbtot commits to 38 millino for hoabtr,abbott commits to 38 million for hobart,abbott commits to 38 million for hoar,0.05405405405405406,89.74358974358975,False
46,sentence,lfodo ivctmis get more mtie for aid,flood victims get more time for aid,food victims get more tie for aid,0.9393939393939394,5.714285714285714,False
47,sentence,gladXtoMe council delivers buEge6 rate cap,gladstone council delivers budget rate cap,gladstone council delivers budget rate cap,0.0,100.0,True
48,sentence,emerson labsts albro spending on qld drivers ilcecne system,emerson blasts labor spending on qld drivers licence system,emerson lasts also spending on old drivers licence system,0.8070175438596491,18.64406779661017,False
49,sentence,ken hengU david gonsiu audtraPia israel chamber of commerce,ken henry david gonski australia israel chamber of commerce,ken henry david gossip australia israel chamber of commerce,0.05084745762711865,94.91525423728814,False
50,sentence,patients wtai for surgery as nruess seek omer pay,patients wait for surgery as nurses seek more pay,patients was for surgery as dress seek over pay,0.723404255319149,26.53061224489796,False
51,sentence,verrednre how free trade agreements can admgae free trade,verrender how free trade agreements can damage free trade,verrednre how free trade agreements can damage free trade,0.07017543859649122,92.98245614035088,False
52,sentence,2gyptiag head of armed fprc$s mAkDs breaks silence,egyptian head of armed forces makes breaks silence,egyptian head of armed for$s makes breaks silence,0.46938775510204084,52.0,False
53,sentence,anNoican church implements paedophile progrAK,anglican church implements paedophile program,anglican church implements paedophile program,0.0,100.0,True
54,sentence,wallabies look to ride momentum into tri natoisn,wallabies look to ride momentum into tri nations,fallacies look to ride momentum into try nation,0.06382978723404255,91.66666666666666,False
55,sentence,edwSGd snowden sprSks out on us telev(cion,edward snowden speaks out on us television,edward sodden speaks out on us tell(icon,0.775,21.428571428571427,False
56,sentence,rothwell Fonsgitution and leadefshiO changes,rothwell constitution and leadership changes,rothwell Constitution and leadership changes,0.022727272727272728,97.72727272727273,False
57,sentence,&c&are alpl3owances to be extended mthCanks to tas woman,care allowances to be extended thanks to tas woman,&c&are allowances to be extended thanks to was woman,0.96,4.0,False
58,sentence,rory gets montogemries ryder cup support,rory gets montgomeries ryder cup support,rosy gets montogemries ryder cup support,0.125,87.5,False
59,sentence,napthine awtns to satpm out unions ' ' unholy alliance ' wit,napthine wants to stamp out unions' 'unholy alliance' wit,napthine acts to sat out unions ' ' holy alliance ' wit,0.7454545454545455,24.561403508771928,False
60,sentence,seskeg says road cpsims misguided,secker says road claims misguided,seeker says road claims disguised,0.09090909090909091,90.9090909090909,False
61,sentence,lcarek feels the rwtah of mcg fsan,clarke feels the wrath of mcg fans,care feels the utah of mug san,0.9333333333333333,5.88235294117647,False
62,sentence,eatchers pet lynette dawson police esrach conculeds,teachers pet lynette dawson police search concludes,patches pet annette dawson police each conculeds,0.875,11.76470588235294,False
63,sentence,law ocucnil concerned over lcka of detail around court ucst,law council concerned over lack of detail around court cuts,law council concerned over ecka of detail around court must,0.11864406779661017,88.13559322033898,False
64,sentence,residents get toxic Qandz sl4an up Qssuranc$,residents get toxic sands clean up assurance,residents get toxic And plan up Assurance$,0.5,47.72727272727273,False
65,sentence,wa man 4ern!est dann sentenced for &rap4e of teeInag(e girl,wa man ernest dann sentenced for rape of teenage girl,wa man her!est dawn sentenced for &rape of teenage(e girl,0.8679245283018868,13.20754716981132,False
66,sentence,couple cuFs AantAs over mid air drxmw,couple sues qantas over mid air drama,couple cubs wants over mid air drew,0.6285714285714286,35.13513513513514,False
67,sentence,pm pushes for mrurya darling cnortol,pm pushes for murray darling control,pm pushes for marya darling control,0.5142857142857142,47.22222222222222,False
68,sentence,tiger t3ickPet salZens may be mislleadiMng accc,tiger ticket sales may be misleading accc,tiger ticket sales may be misleading act,0.025,95.1219512195122,False
69,sentence,vanstone criticside over carer allownaec review,vanstone criticised over carer allowance review,sandstone criticize over carer allowance review,0.3617021276595745,63.829787234042556,False
70,sentence,WRrvice marks anniverDarH of embassy attack,service marks anniversary of embassy attack,service marks anniversary of embassy attack,0.0,100.0,True
71,sentence,redfern gang rXpiWt loses apLeao,redfern gang rapist loses appeal,refer gang rXpiWt loses appear,0.9,9.375,False
72,sentence,devil wfalpl planned to save aussVi*e wic2on,devil wall planned to save aussie icon,devil wall planned to save aussi*e wilson,0.15789473684210525,84.21052631578947,False
73,sentence,indonesia riK5s fighting stereotypes th3pugh the lSnE of 1998,indonesia riots fighting stereotypes through the lens of 1998,indonesia rises fighting stereotyped through the long of 1998,0.08196721311475409,91.80327868852459,False
74,code,System.out.pritnln(),System.out.println(),System.out.pritnln(),0.1,90.0,False
75,code,equels(),equals(),equals(),0.0,100.0,True
76,code,toSring(),toString(),tearing(),0.8888888888888888,10.0,False
77,code,comapreTo(),compareTo(),comapreTo(),0.18181818181818182,81.81818181818183,False
78,code,substrng(),substring(),substrng(),0.4,54.54545454545454,False
79,code,charT(),charAt(),charm(),0.42857142857142855,50.0,False
80,code,indxOf(),indexOf(),indxOf(),0.625,33.33333333333333,False
81,code,prsInt(),parseInt(),present(),0.6666666666666666,30.0,False
82,code,contians(),contains(),contains(),0.0,100.0,True
83,code,hashcode(),hashCode(),hashcode(),0.1,90.0,False
84,code,replase(),replace(),replace(),0.0,100.0,True
85,code,trimm(),trim(),trim(),0.0,100.0,True
86,code,isEmty(),isEmpty(),isEmty(),0.5,44.44444444444444,False
87,code,splitt(),split(),splint(),0.42857142857142855,57.14285714285714,False
88,code,aad(),add(),and(),0.2,80.0,False
89,code,sie(),size(),she(),0.8,16.666666666666664,False
90,code,gt(),get(),it(),1.0,0.0,False
91,code,srt(),set(),sat(),0.2,80.0,False
92,code,ppt(),put(),put(),0.0,100.0,True
93,code,remve(),remove(),remove(),0.0,100.0,True
94,code,pritn(),print(),print(),0.0,100.0,True
95,code,lenn(),len(),lent(),0.4,60.0,False
96,code,imput(),input(),input(),0.0,100.0,True
97,code,apend(),append(),spend(),0.8571428571428571,12.5,False
98,code,splitt(),split(),splint(),0.42857142857142855,57.14285714285714,False
99,code,jion(),join(),join(),0.0,100.0,True
100,code,repace(),replace(),replace(),0.0,100.0,True
101,code,strp(),strip(),step(),0.6666666666666666,28.57142857142857,False
102,code,uppr(),upper(),upper(),0.0,100.0,True
103,code,lowr(),lower(),lower(),0.0,100.0,True
104,code,fnd(),find(),and(),1.0,0.0,False
105,code,counnt(),count(),count(),0.0,100.0,True
106,code,srot(),sort(),shot(),0.3333333333333333,66.66666666666666,False
107,code,revers(),reverse(),rivers(),0.375,55.55555555555556,False
108,code,popp(),pop(),pope(),0.4,60.0,False
109,code,remve(),remove(),remove(),0.0,100.0,True
110,code,updte(),update(),update(),0.0,100.0,True
111,code,gt(),get(),it(),1.0,0.0,False
112,code,kys(),keys(),keys(),0.0,100.0,True
113,code,vlues(),values(),values(),0.0,100.0,True
114,code,pritln(),println(),print(),0.2857142857142857,55.55555555555556,False
115,code,isNulOrEmty(),isNullOrEmpty(),isNulOrEmty(),0.6153846153846154,33.33333333333333,False
116,code,isNullOrBlanck(),isNullOrBlank(),isNullOrBlanck(),0.2,80.0,False
117,code,toIn(),toInt(),town(),0.5,42.857142857142854,False
118,code,toStrng(),toString(),toStrng(),0.4444444444444444,50.0,False
119,code,subsring(),substring(),subsiding(),0.18181818181818182,81.81818181818183,False
120,code,replce(),replace(),replace(),0.0,100.0,True
121,code,remvRange(),removeRange(),remvRange(),0.7272727272727273,23.076923076923077,False
122,code,startsWth(),startsWith(),startsWth(),0.36363636363636365,58.333333333333336,False
123,code,ndsWith(),endsWith(),ndsWith(),1.0,0.0,False
124,code,pluss(),plus(),plus(),0.0,100.0,True
125,code,minuss(),minus(),minus(),0.0,100.0,True
126,code,mapOf(),mapOf(),map(),0.4,42.857142857142854,False
127,code,lstOf(),listOf(),lstOf(),0.8571428571428571,12.5,False
128,code,filtr(),filter(),filter(),0.0,100.0,True
129,code,forEch(),forEach(),force(),0.5714285714285714,33.33333333333333,False
130,code,radom(),random(),random(),0.0,100.0,True
131,code,fnd(),find(),and(),1.0,0.0,False
132,code,smm(),sum(),sum(),0.0,100.0,True
133,code,tke(),take(),the(),0.8,16.666666666666664,False
134,code,std::cotut,std::cout,st::out,0.5714285714285714,33.33333333333333,False
135,code,std::cni,std::cin,st::ni,0.5,37.5,False
136,code,getlin(),getline(),getting(),0.2222222222222222,77.77777777777779,False
137,code,puch_back(),push_back(),puch_back(),0.09090909090909091,90.9090909090909,False
138,code,pop_bck(),pop_back(),pop_bck(),0.4444444444444444,50.0,False
139,code,sie(),size(),she(),0.8,16.666666666666664,False
140,code,cler(),clear(),clear(),0.0,100.0,True
141,code,emty(),empty(),empty(),0.0,100.0,True
142,code,bgin(),begin(),begin(),0.0,100.0,True
143,code,nd(),end(),nd(),1.0,0.0,False
144,code,fnd(),find(),and(),1.0,0.0,False
145,code,instert(),insert(),insert(),0.0,100.0,True
146,code,earse(),erase(),ears(),0.6666666666666666,28.57142857142857,False
147,code,ta(),at(),ta(),0.5,50.0,False
148,code,frnt(),front(),front(),0.0,100.0,True
149,code,bcak(),back(),back(),0.0,100.0,True
150,code,srot(),sort(),shot(),0.3333333333333333,66.66666666666666,False
151,code,revrse(),reverse(),reverse(),0.0,100.0,True
152,code,mni(),min(),mi(),0.5,40.0,False
153,code,amx(),max(),am(),1.0,0.0,False
154,code,pritnf(),printf(),print(),0.2857142857142857,62.5,False
155,code,scfna(),scanf(),sofa(),0.8333333333333334,14.285714285714285,False
156,code,stcpy(),strcpy(),steps(),0.7142857142857143,25.0,False
157,code,strln(),strlen(),still(),0.5714285714285714,37.5,False
158,code,strcm(),strcmp(),struck(),0.375,62.5,False
159,code,strct(),strcat(),strict(),0.25,75.0,False
160,code,maloc(),malloc(),malo(),0.5,37.5,False
161,code,caloc(),calloc(),call(),0.3333333333333333,50.0,False
162,code,fre(),free(),are(),0.6,33.33333333333333,False
163,code,reloc(),realloc(),relic(),0.7142857142857143,22.22222222222222,False
164,code,memset(),memset(),meet(),0.6666666666666666,25.0,False
165,code,mcpy(),memcpy(),may(),0.8,12.5,False
166,code,fpen(),fopen(),open(),1.0,0.0,False
167,code,flose(),fclose(),close(),1.0,0.0,False
168,code,fgts(),fgets(),fits(),0.8333333333333334,14.285714285714285,False
169,code,fputss(),fputs(),fuss(),0.8333333333333334,14.285714285714285,False
170,code,fprntf(),fprintf(),fprntf(),0.625,33.33333333333333,False
171,code,fscnf(),fscanf(),fscnf(),0.5714285714285714,37.5,False
172,code,squrt(),sqrt(),squat(),0.6666666666666666,33.33333333333333,False
173,code,pwo(),pow(),two(),0.6,40.0,False
174,code,Console.WriteLin(),Console.WriteLine(),Console.WriteLin(),0.1111111111111111,84.21052631578947,False
175,code,Console.Readlin(),Console.ReadLine(),Console.Headline(),0.1111111111111111,88.88888888888889,False
176,code,Equls(),Equals(),Souls(),0.8571428571428571,12.5,False
177,code,ToStrng(),ToString(),ToStrng(),0.4444444444444444,50.0,False
178,code,Pars(),Parse(),Wars(),0.5,42.857142857142854,False
179,code,Aad(),Add(),Had(),0.4,60.0,False
180,code,Rmove(),Remove(),Move(),1.0,0.0,False
181,code,Subtring(),Substring(),Subtring(),0.7,27.27272727272727,False
182,code,IndxOf(),IndexOf(),IndxOf(),0.625,33.33333333333333,False
183,code,Contians(),Contains(),Contains(),0.0,100.0,True
184,code,Replce(),Replace(),Replace(),0.0,100.0,True
185,code,Trimm(),Trim(),Crime(),0.5,50.0,False
186,code,StartsWth(),StartsWith(),StartsWth(),0.36363636363636365,58.333333333333336,False
187,code,Endswth(),EndsWith(),Endswth(),0.5555555555555556,40.0,False
188,code,ToUppr(),ToUpper(),ToUppr(),0.375,55.55555555555556,False
189,code,ToLowr(),ToLower(),ToLowr(),0.375,55.55555555555556,False
190,code,Jion(),Join(),Lion(),0.5,50.0,False
191,code,Srot(),Sort(),Trot(),0.5,50.0,False
192,code,Fnd(),Find(),And(),1.0,0.0,False
193,code,Lngth(),Length(),Length(),0.0,100.0,True
194,code,conole.log(),console.log(),console.log(),0.0,100.0,True
195,code,alret(),alert(),alert(),0.0,100.0,True
196,code,promt(),prompt(),prompt(),0.0,100.0,True
197,code,parsInt(),parseInt(),parent(),0.625,30.0,False
198,code,parsFloat(),parseFloat(),parsFloat(),0.6363636363636364,33.33333333333333,False
199,code,toStrng(),toString(),toStrng(),0.4444444444444444,50.0,False
200,code,charAt(),charAt(),chart(),0.42857142857142855,50.0,False
201,code,indxOf(),indexOf(),indxOf(),0.625,33.33333333333333,False
202,code,splitt(),split(),splint(),0.42857142857142855,57.14285714285714,False
203,code,jion(),join(),join(),0.0,100.0,True
204,code,puh(),push(),put(),0.6,33.33333333333333,False
205,code,popp(),pop(),pope(),0.4,60.0,False
206,code,shft(),shift(),soft(),0.8333333333333334,14.285714285714285,False
207,code,unshft(),unshift(),gunshot(),0.6666666666666666,33.33333333333333,False
208,code,forEch(),forEach(),force(),0.5714285714285714,33.33333333333333,False
209,code,mapp(),map(),map(),0.0,100.0,True
210,code,filtr(),filter(),filter(),0.0,100.0,True
211,code,reuce(),reduce(),reduce(),0.0,100.0,True
212,code,srot(),sort(),shot(),0.3333333333333333,66.66666666666666,False
213,code,incldes(),includes(),includes(),0.0,100.0,True
214,code,bakground-color,background-color,background-color,0.0,100.0,True
215,code,fnt-size,font-size,fat-size,0.875,11.11111111111111,False
216,code,txt-align,text-align,txt-align,0.8888888888888888,10.0,False
217,code,colur,color,colour,0.2,80.0,False
218,code,brder,border,order,1.0,0.0,False
219,code,pading,padding,paying,0.6666666666666666,28.57142857142857,False
220,code,maring,margin,making,0.6666666666666666,33.33333333333333,False
221,code,disply,display,display,0.0,100.0,True
222,code,widht,width,wight,0.6,40.0,False
223,code,hieght,height,height,0.0,100.0,True
224,code,positon,position,position,0.0,100.0,True
225,code,flx,flex,fly,0.3333333333333333,50.0,False
226,code,grdi,grid,grid,0.0,100.0,True
227,code,txt-decoration,text-decoration,txt-decoration,0.9285714285714286,6.666666666666667,False
228,code,font-wieght,font-weight,font-weight,0.0,100.0,True
229,code,opacty,opacity,party,1.0,0.0,False
230,code,overflw,overflow,overflow,0.0,100.0,True
231,code,visibilty,visibility,visibility,0.0,100.0,True
232,code,zindx,z-index,mind,1.0,0.0,False
233,code,line-heght,line-height,line-height,0.0,100.0,True
234,code,indx,index,index,0.0,100.0,True
235,code,countr,counter,count,0.0,71.42857142857143,False
236,code,totl,total,total,0.0,100.0,True
237,code,avrage,average,average,0.0,100.0,True
238,code,tep,temp,ten,0.3333333333333333,50.0,False
239,code,reslt,result,result,0.0,100.0,True
240,code,bufer,buffer,buyer,0.6,33.33333333333333,False
241,word,usernme,username,usernme,0.2857142857142857,62.5,False
242,word,pasword,password,password,0.0,100.0,True
243,word,dat,data,dat,0.0,75.0,False
244,word,itm,item,it,0.0,50.0,False
245,word,lenght,length,length,0.0,100.0,True
246,word,hight,height,right,1.0,0.0,False
247,word,widht,width,wight,0.6,40.0,False
248,word,amout,amount,about,0.4,50.0,False
249,word,kye,key,eye,1.0,0.0,False
250,word,vlaue,value,value,0.0,100.0,True
251,word,timesamp,timestamp,timesamp,0.375,55.55555555555556,False
252,word,settngs,settings,settings,0.0,100.0,True
253,word,stauss,status,states,0.16666666666666666,83.33333333333334,False
254,word,mesage,message,message,0.0,100.0,True
255,word,priorty,priority,priority,0.0,100.0,True
256,word,flg,flag,fig,0.6666666666666666,25.0,False
257,word,priec,price,price,0.0,100.0,True
258,word,qunatity,quantity,quantity,0.0,100.0,True
259,word,lst,list,last,0.25,75.0,False
260,word,usrId,userId,used,0.25,50.0,False
261,word,costomer,customer,customer,0.0,100.0,True
262,word,evnt,event,event,0.0,100.0,True
263,word,respose,response,response,0.0,100.0,True
264,word,cnfig,config,fig,1.0,0.0,False
265,word,couunt,count,count,0.0,100.0,True
266,word,pae,page,pale,0.25,75.0,False
267,word,eror,error,error,0.0,100.0,True
268,word,stae,state,state,0.0,100.0,True
269,word,positon,position,position,0.0,100.0,True
270,word,opton,option,option,0.0,100.0,True
271,word,descripton,description,description,0.0,100.0,True
272,word,durration,duration,duration,0.0,100.0,True
273,word,adrees,address,agrees,0.5,42.857142857142854,False
274,word,permisson,permission,permission,0.0,100.0,True
275,word,toekn,token,token,0.0,100.0,True
276,word,leval,level,level,0.0,100.0,True
277,word,detals,details,details,0.0,100.0,True
278,word,custmerId,customerId,custmerId,0.5555555555555556,40.0,False
279,word,recrod,record,record,0.0,100.0,True
280,word,pat,path,pat,0.0,75.0,False
281,word,parnt,parent,part,0.25,50.0,False
282,word,verison,version,version,0.0,100.0,True
283,word,emial,email,email,0.0,100.0,True
284,word,asyncronous,asynchronous,asyncronous,0.5454545454545454,41.66666666666667,False
285,word,authentification,authentication,authentification,0.42857142857142855,57.14285714285714,False
286,word,boolen,boolean,woolen,0.3333333333333333,57.14285714285714,False
287,word,callbak,callback,callbak,0.14285714285714285,75.0,False
288,word,concatanate,concatenate,concatinatae,0.18181818181818182,81.81818181818183,False
289,word,constent,constant,constant,0.0,100.0,True
290,word,constructer,constructor,constructed,0.18181818181818182,81.81818181818183,False
291,word,contineu,continue,continue,0.0,100.0,True
292,word,decleration,declaration,declaration,0.0,100.0,True
293,word,defualt,default,default,0.0,100.0,True
294,word,dependancy,dependency,dependency,0.0,100.0,True
295,word,dequue,dequeue,deduce,0.5,42.857142857142854,False
296,word,destructure,destructure,structure,1.0,0.0,False
297,word,dictionery,dictionary,dictionary,0.0,100.0,True
298,word,dispach,dispatch,dispatch,0.0,100.0,True
299,word,incapsulation,encapsulation,encapsulation,0.0,100.0,True
300,word,enviroment,environment,environment,0.0,100.0,True
301,word,excute,execute,excuse,0.6666666666666666,28.57142857142857,False
302,word,expection,exception,election,0.875,11.11111111111111,False
303,word,funtion,function,function,0.0,100.0,True
304,word,hexidecimal,hexadecimal,hexidecimal,0.09090909090909091,90.9090909090909,False
305,word,heirarchy,hierarchy,hierarchy,0.0,100.0,True
306,word,implimentation,implementation,implementation,0.0,100.0,True
307,word,intialize,initialize,intialize,0.7777777777777778,20.0,False
308,word,instence,instance,instance,0.0,100.0,True
309,word,intiger,integer,inter,0.2,57.14285714285714,False
310,word,interfase,interface,interface,0.0,100.0,True
311,word,itterate,iterate,literate,1.0,0.0,False
312,word,librery,library,library,0.0,100.0,True
313,word,middelware,middleware,middelware,0.2,80.0,False
314,word,namesapce,namespace,namesake,0.375,55.55555555555556,False
315,word,objct,object,object,0.0,100.0,True
316,word,opperator,operator,operator,0.0,100.0,True
317,word,paramter,parameter,parameter,0.0,100.0,True
318,word,placehoder,placeholder,placehoder,0.3,63.63636363636363,False
319,word,polymorhism,polymorphism,polymorhism,0.36363636363636365,58.333333333333336,False
320,word,primative,primitive,primitive,0.0,100.0,True
321,word,protocal,protocol,protocol,0.0,100.0,True
322,word,pseudocode,pseudocode,pseudocode,0.0,100.0,True
323,word,recurssion,recursion,recession,0.2222222222222222,77.77777777777779,False
324,word,referance,reference,reference,0.0,100.0,True
325,word,reguler expresion,regular expression,regular expression,0.0,100.0,True
326,word,repostiory,repository,repostiory,0.2,80.0,False
327,word,retreive,retrieve,retrieve,0.0,100.0,True
328,word,serialzation,serialization,serialzation,0.5,46.15384615384615,False
329,word,statment,statement,statement,0.0,100.0,True
330,word,structre,structure,structure,0.0,100.0,True
331,word,synax,syntax,snap,0.75,16.666666666666664,False
332,word,templete,template,complete,0.375,62.5,False
333,word,transation,transaction,transaction,0.0,100.0,True
334,word,utillity,utility,utility,0.0,100.0,True
335,word,variabel,variable,variable,0.0,100.0,True
336,word,virtualisation,virtualization,virtualisation,0.07142857142857142,92.85714285714286,False
337,word,vulnerabilty,vulnerability,vulnerabilty,0.16666666666666666,76.92307692307693,False
338,word,whitesapce,whitespace,whitesapce,0.2,80.0,False
339,word,accomodate,accommodate,accommodate,0.0,100.0,True
340,word,acheive,achieve,achieve,0.0,100.0,True
341,word,accross,across,across,0.0,100.0,True
342,word,arguement,argument,argument,0.0,100.0,True
343,word,begining,beginning,beginning,0.0,100.0,True
344,word,calender,calendar,callender,0.625,37.5,False
345,word,catagory,category,category,0.0,100.0,True
346,word,commited,committed,committed,0.0,100.0,True
347,word,definately,definitely,definitely,0.0,100.0,True
348,word,dissapear,disappear,disappear,0.0,100.0,True
349,word,dissapoint,disappoint,disappoint,0.0,100.0,True
350,word,embarass,embarrass,embarass,0.25,66.66666666666666,False
351,word,experiance,experience,experience,0.0,100.0,True
352,word,foriegn,foreign,foreign,0.0,100.0,True
353,word,freind,friend,friend,0.0,100.0,True
354,word,guage,gauge,gage,0.5,40.0,False
355,word,greatful,grateful,dreadful,0.5,50.0,False
356,word,gaurentee,guarantee,guarantee,0.0,100.0,True
357,word,harrass,harass,harness,0.3333333333333333,66.66666666666666,False
358,word,imediate,immediate,immediate,0.0,100.0,True
359,word,independant,independent,independent,0.0,100.0,True
360,word,indispensible,indispensable,indispensable,0.0,100.0,True
361,word,judgement,judgment,judgement,0.5,50.0,False
362,word,knowlege,knowledge,knowledge,0.0,100.0,True
363,word,liason,liaison,liaison,0.0,100.0,True
364,word,lisence,license,licence,0.14285714285714285,85.71428571428571,False
