Index,Original,Corrected,Predicted,Levenshtein Distance,Accuracy,Exact Match
62,eatchers pet lynette dawson police esrach conculeds,teachers pet lynette dawson police search concludes,watchers pet lunette damson police each concludes,0.3877551020408163,58.82352941176471,False
63,law ocucnil concerned over lcka of detail around court ucst,law council concerned over lack of detail around court cuts,law council concerned over like of detail around court just,0.1016949152542373,89.83050847457628,False
64,residents get toxic Qandz sl4an up Qssuranc$,residents get toxic sands clean up assurance,residents get toxic and plan up assurance,0.4878048780487805,47.72727272727273,False
65,wa man 4ern!est dann sentenced for &rap4e of teeInag(e girl,wa man ernest dann sentenced for rape of teenage girl,a man ferniest damn sentenced for rape of teenage girl,0.9245283018867925,7.547169811320755,False
66,couple cuFs AantAs over mid air drxmw,couple sues qantas over mid air drama,couple cuts mantas over mid air draw,0.1111111111111111,86.48648648648648,False
67,pm pushes for mrurya darling cnortol,pm pushes for murray darling control,am pushes for mrurya darling control,0.1388888888888889,86.11111111111111,False
68,tiger t3ickPet salZens may be mislleadiMng accc,tiger ticket sales may be misleading accc,tiger ticket sales may be misleading act,0.025,95.1219512195122,False
69,vanstone criticside over carer allownaec review,vanstone criticised over carer allowance review,sandstone criticize over carer allowance review,0.3617021276595745,63.829787234042556,False
70,WRrvice marks anniverDarH of embassy attack,service marks anniversary of embassy attack,service marks anniversary of embassy attack,0.0,100.0,True
71,redfern gang rXpiWt loses apLeao,redfern gang rapist loses appeal,refer gang rapist loses appear,0.9,9.375,False
72,devil wfalpl planned to save aussVi*e wic2on,devil wall planned to save aussie icon,devil fall planned to save aussVi*e icon,0.21052631578947367,78.94736842105263,False
73,indonesia riK5s fighting stereotypes th3pugh the lSnE of 1998,indonesia riots fighting stereotypes through the lens of 1998,indonesia likes fighting stereotypes through the line of 1998,0.08196721311475409,91.80327868852459,False
74,System.out.pritnln(),System.out.println(),System.out.pritnln(),0.1,90.0,False
75,equels(),equals(),equels(),0.125,87.5,False
76,toSring(),toString(),toSring(),0.6666666666666666,30.0,False
77,comapreTo(),compareTo(),comapreTo(),0.18181818181818182,81.81818181818183,False
78,substrng(),substring(),substrng(),0.4,54.54545454545454,False
79,charT(),charAt(),chart,0.2,50.0,False
80,indxOf(),indexOf(),indxOf(),0.625,33.33333333333333,False
81,prsInt(),parseInt(),prsInt(),0.875,10.0,False
82,contians(),contains(),contians(),0.2,80.0,False
83,hashcode(),hashCode(),hashcode(),0.1,90.0,False
84,replase(),replace(),replase(),0.1111111111111111,88.88888888888889,False
85,trimm(),trim(),trimmed,0.3333333333333333,66.66666666666666,False
86,isEmty(),isEmpty(),isEmty(),0.5,44.44444444444444,False
87,splitt(),split(),splitter,0.2857142857142857,71.42857142857143,False
88,aad(),add(),aad(),0.2,80.0,False
89,sie(),size(),siege,0.6,33.33333333333333,False
90,gt(),get(),gt(),0.75,20.0,False
91,srt(),set(),srt(),0.2,80.0,False
92,ppt(),put(),ppt(),0.2,80.0,False
93,remve(),remove(),remve(),0.5714285714285714,37.5,False
94,pritn(),print(),pritn(),0.2857142857142857,71.42857142857143,False
95,lenn(),len(),lenn(),0.4,60.0,False
96,imput(),input(),impute,0.3333333333333333,57.14285714285714,False
97,apend(),append(),apend(),0.7142857142857143,25.0,False
98,splitt(),split(),splitter,0.2857142857142857,71.42857142857143,False
99,jion(),join(),jion(),0.3333333333333333,66.66666666666666,False
100,repace(),replace(),repace(),0.625,33.33333333333333,False
101,strp(),strip(),strp(),0.5,42.857142857142854,False
102,uppr(),upper(),uppr(),0.5,42.857142857142854,False
103,lowr(),lower(),lowr(),0.5,42.857142857142854,False
104,fnd(),find(),fnd(),0.8,16.666666666666664,False
105,counnt(),count(),counnt(),0.42857142857142855,57.14285714285714,False
106,srot(),sort(),srot(),0.3333333333333333,66.66666666666666,False
107,revers(),reverse(),reverse,0.0,77.77777777777779,False
108,popp(),pop(),popped,0.4,60.0,False
109,remve(),remove(),remve(),0.5714285714285714,37.5,False
110,updte(),update(),updte(),0.5714285714285714,37.5,False
111,gt(),get(),gt(),0.75,20.0,False
112,kys(),keys(),kys(),0.8,16.666666666666664,False
113,vlues(),values(),vlues(),0.8571428571428571,12.5,False
114,pritln(),println(),pritln(),0.625,33.33333333333333,False
115,isNulOrEmty(),isNullOrEmpty(),isNulOrEmty(),0.6153846153846154,33.33333333333333,False
116,isNullOrBlanck(),isNullOrBlank(),isNullOrBlanck(),0.2,80.0,False
117,toIn(),toInt(),toIn(),0.3333333333333333,57.14285714285714,False
118,toStrng(),toString(),toStrng(),0.4444444444444444,50.0,False
119,subsring(),substring(),subsring(),0.6,36.36363636363637,False
120,replce(),replace(),replce(),0.5,44.44444444444444,False
121,remvRange(),removeRange(),remvRange(),0.7272727272727273,23.076923076923077,False
122,startsWth(),startsWith(),startsWth(),0.36363636363636365,58.333333333333336,False
123,ndsWith(),endsWith(),ndsWith(),1.0,0.0,False
124,pluss(),plus(),plusses,0.3333333333333333,66.66666666666666,False
125,minuss(),minus(),minuss(),0.2857142857142857,71.42857142857143,False
126,mapOf(),mapOf(),mapOf(),0.0,100.0,True
127,lstOf(),listOf(),lstOf(),0.8571428571428571,12.5,False
128,filtr(),filter(),filtr(),0.42857142857142855,50.0,False
129,forEch(),forEach(),forEch(),0.5,44.44444444444444,False
130,radom(),random(),radome,0.6666666666666666,25.0,False
131,fnd(),find(),fnd(),0.8,16.666666666666664,False
132,smm(),sum(),smm(),0.2,80.0,False
133,tke(),take(),tke(),0.8,16.666666666666664,False
134,std::cotut,std::cout,std::cotut,0.2222222222222222,77.77777777777779,False
135,std::cni,std::cin,std::cni,0.25,75.0,False
136,getlin(),getline(),getlin(),0.25,66.66666666666666,False
137,puch_back(),push_back(),puch_back(),0.09090909090909091,90.9090909090909,False
138,pop_bck(),pop_back(),pop_bck(),0.4444444444444444,50.0,False
139,sie(),size(),siege,0.6,33.33333333333333,False
140,cler(),clear(),clerk,0.4,42.857142857142854,False
141,emty(),empty(),emty(),0.6666666666666666,28.57142857142857,False
142,bgin(),begin(),bgin(),0.8333333333333334,14.285714285714285,False
143,nd(),end(),nd(),1.0,0.0,False
144,fnd(),find(),fnd(),0.8,16.666666666666664,False
145,instert(),insert(),instert(),0.625,37.5,False
146,earse(),erase(),earse(),0.2857142857142857,71.42857142857143,False
147,ta(),at(),take,1.0,0.0,False
148,frnt(),front(),frnt(),0.6666666666666666,28.57142857142857,False
149,bcak(),back(),bcak(),0.3333333333333333,66.66666666666666,False
150,srot(),sort(),srot(),0.3333333333333333,66.66666666666666,False
151,revrse(),reverse(),revrse(),0.625,33.33333333333333,False
152,mni(),min(),mni(),0.4,60.0,False
153,amx(),max(),amx(),0.4,60.0,False
154,pritnf(),printf(),pritnf(),0.25,75.0,False
155,scfna(),scanf(),scfna(),0.2857142857142857,71.42857142857143,False
156,stcpy(),strcpy(),stcpy(),0.7142857142857143,25.0,False
157,strln(),strlen(),strln(),0.42857142857142855,50.0,False
158,strcm(),strcmp(),strcm(),0.2857142857142857,62.5,False
159,strct(),strcat(),strct(),0.42857142857142855,50.0,False
160,maloc(),malloc(),maloc(),0.5714285714285714,37.5,False
161,caloc(),calloc(),caloc(),0.5714285714285714,37.5,False
162,fre(),free(),free,0.0,66.66666666666666,False
163,reloc(),realloc(),reloc(),0.7142857142857143,22.22222222222222,False
164,memset(),memset(),memset(),0.0,100.0,True
165,mcpy(),memcpy(),mcpy(),0.8333333333333334,12.5,False
166,fpen(),fopen(),fpen(),0.8333333333333334,14.285714285714285,False
167,flose(),fclose(),flose(),0.8571428571428571,12.5,False
168,fgts(),fgets(),fgts(),0.6666666666666666,28.57142857142857,False
169,fputss(),fputs(),fputss(),0.2857142857142857,71.42857142857143,False
170,fprntf(),fprintf(),fprntf(),0.625,33.33333333333333,False
171,fscnf(),fscanf(),fscnf(),0.5714285714285714,37.5,False
172,squrt(),sqrt(),squrt(),0.6666666666666666,33.33333333333333,False
173,pwo(),pow(),pwo(),0.4,60.0,False
174,Console.WriteLin(),Console.WriteLine(),Console.WriteLin(),0.1111111111111111,84.21052631578947,False
175,Console.Readlin(),Console.ReadLine(),Console.Readlin(),0.17647058823529413,77.77777777777779,False
176,Equls(),Equals(),Equls(),0.5714285714285714,37.5,False
177,ToStrng(),ToString(),ToStrng(),0.4444444444444444,50.0,False
178,Pars(),Parse(),parson,0.5,42.857142857142854,False
179,Aad(),Add(),Aad(),0.2,80.0,False
180,Rmove(),Remove(),Rmove(),0.8571428571428571,12.5,False
181,Subtring(),Substring(),Subtring(),0.7,27.27272727272727,False
182,IndxOf(),IndexOf(),IndxOf(),0.625,33.33333333333333,False
183,Contians(),Contains(),Contians(),0.2,80.0,False
184,Replce(),Replace(),Replce(),0.5,44.44444444444444,False
185,Trimm(),Trim(),trimmed,0.5,50.0,False
186,StartsWth(),StartsWith(),StartsWth(),0.36363636363636365,58.333333333333336,False
187,Endswth(),EndsWith(),Endswth(),0.5555555555555556,40.0,False
188,ToUppr(),ToUpper(),ToUppr(),0.375,55.55555555555556,False
189,ToLowr(),ToLower(),ToLowr(),0.375,55.55555555555556,False
190,Jion(),Join(),Jion(),0.3333333333333333,66.66666666666666,False
191,Srot(),Sort(),Srot(),0.3333333333333333,66.66666666666666,False
192,Fnd(),Find(),Fnd(),0.8,16.666666666666664,False
193,Lngth(),Length(),Lngth(),0.8571428571428571,12.5,False
194,conole.log(),console.log(),conole.log(),0.75,23.076923076923077,False
195,alret(),alert(),alret(),0.2857142857142857,71.42857142857143,False
196,promt(),prompt(),promt(),0.42857142857142855,50.0,False
197,parsInt(),parseInt(),parsInt(),0.5555555555555556,40.0,False
198,parsFloat(),parseFloat(),parsFloat(),0.6363636363636364,33.33333333333333,False
199,toStrng(),toString(),toStrng(),0.4444444444444444,50.0,False
200,charAt(),charAt(),charAt(),0.0,100.0,True
201,indxOf(),indexOf(),indxOf(),0.625,33.33333333333333,False
202,splitt(),split(),splitter,0.2857142857142857,71.42857142857143,False
203,jion(),join(),jion(),0.3333333333333333,66.66666666666666,False
204,puh(),push(),puh(),0.6,33.33333333333333,False
205,popp(),pop(),popped,0.4,60.0,False
206,shft(),shift(),shft(),0.6666666666666666,28.57142857142857,False
207,unshft(),unshift(),unshft(),0.5,44.44444444444444,False
208,forEch(),forEach(),forEch(),0.5,44.44444444444444,False
209,mapp(),map(),mapped,0.4,60.0,False
210,filtr(),filter(),filtr(),0.42857142857142855,50.0,False
211,reuce(),reduce(),reuce(),0.7142857142857143,25.0,False
212,srot(),sort(),srot(),0.3333333333333333,66.66666666666666,False
213,incldes(),includes(),incldes(),0.5555555555555556,40.0,False
214,bakground-color,background-color,bakground-color,0.8666666666666667,12.5,False
215,fnt-size,font-size,fantasize,0.2222222222222222,77.77777777777779,False
216,txt-align,text-align,txt-align,0.8888888888888888,10.0,False
217,colur,color,color,0.0,100.0,True
218,brder,border,order,1.0,0.0,False
219,pading,padding,paying,0.6666666666666666,28.57142857142857,False
220,maring,margin,making,0.6666666666666666,33.33333333333333,False
221,disply,display,display,0.0,100.0,True
222,widht,width,width,0.0,100.0,True
223,hieght,height,height,0.0,100.0,True
224,positon,position,position,0.0,100.0,True
225,flx,flex,fix,0.6666666666666666,25.0,False
226,grdi,grid,grid,0.0,100.0,True
227,txt-decoration,text-decoration,txt-decoration,0.9285714285714286,6.666666666666667,False
228,font-wieght,font-weight,font-wieght,0.18181818181818182,81.81818181818183,False
229,opacty,opacity,opacity,0.0,100.0,True
230,overflw,overflow,overflow,0.0,100.0,True
231,visibilty,visibility,visibility,0.0,100.0,True
232,zindx,z-index,find,1.0,0.0,False
233,line-heght,line-height,line-heght,0.3,63.63636363636363,False
234,indx,index,index,0.0,100.0,True
235,countr,counter,country,0.2857142857142857,71.42857142857143,False
236,totl,total,total,0.0,100.0,True
237,avrage,average,average,0.0,100.0,True
238,tep,temp,ten,0.3333333333333333,50.0,False
239,reslt,result,rest,0.25,50.0,False
240,bufer,buffer,buyer,0.6,33.33333333333333,False
241,usernme,username,username,0.0,100.0,True
242,pasword,password,password,0.0,100.0,True
243,dat,data,at,1.0,0.0,False
244,itm,item,it,0.0,50.0,False
245,lenght,length,length,0.0,100.0,True
246,hight,height,hight,0.8,16.666666666666664,False
247,widht,width,width,0.0,100.0,True
248,amout,amount,about,0.4,50.0,False
249,kye,key,eye,1.0,0.0,False
250,vlaue,value,value,0.0,100.0,True
251,timesamp,timestamp,timesamp,0.375,55.55555555555556,False
252,settngs,settings,settings,0.0,100.0,True
253,stauss,status,starts,0.3333333333333333,66.66666666666666,False
254,mesage,message,message,0.0,100.0,True
255,priorty,priority,priority,0.0,100.0,True
256,flg,flag,fly,0.3333333333333333,50.0,False
257,priec,price,price,0.0,100.0,True
258,qunatity,quantity,quantity,0.0,100.0,True
259,lst,list,let,0.6666666666666666,25.0,False
260,usrId,userId,said,1.0,0.0,False
261,costomer,customer,customer,0.0,100.0,True
262,evnt,event,event,0.0,100.0,True
263,respose,response,response,0.0,100.0,True
264,cnfig,config,unfit,1.0,0.0,False
265,couunt,count,count,0.0,100.0,True
266,pae,page,pay,0.3333333333333333,50.0,False
267,eror,error,error,0.0,100.0,True
268,stae,state,stay,0.25,60.0,False
269,positon,position,position,0.0,100.0,True
270,opton,option,option,0.0,100.0,True
271,descripton,description,description,0.0,100.0,True
272,durration,duration,duration,0.0,100.0,True
273,adrees,address,agrees,0.5,42.857142857142854,False
274,permisson,permission,permission,0.0,100.0,True
275,toekn,token,token,0.0,100.0,True
276,leval,level,level,0.0,100.0,True
277,detals,details,details,0.0,100.0,True
278,custmerId,customerId,custmerId,0.5555555555555556,40.0,False
279,recrod,record,record,0.0,100.0,True
280,pat,path,pat,0.0,75.0,False
281,parnt,parent,part,0.25,50.0,False
282,verison,version,version,0.0,100.0,True
283,emial,email,email,0.0,100.0,True
284,asyncronous,asynchronous,asynchronous,0.0,100.0,True
285,authentification,authentication,authentication,0.0,100.0,True
286,boolen,boolean,woolen,0.3333333333333333,57.14285714285714,False
287,callbak,callback,callback,0.0,100.0,True
288,concatanate,concatenate,concatenate,0.0,100.0,True
289,constent,constant,constant,0.0,100.0,True
290,constructer,constructor,constructer,0.09090909090909091,90.9090909090909,False
291,contineu,continue,continue,0.0,100.0,True
292,decleration,declaration,declaration,0.0,100.0,True
293,defualt,default,default,0.0,100.0,True
294,dependancy,dependency,dependancy,0.1,90.0,False
295,dequue,dequeue,defuse,0.5,42.857142857142854,False
296,destructure,destructure,restructure,0.09090909090909091,90.9090909090909,False
297,dictionery,dictionary,dictionary,0.0,100.0,True
298,dispach,dispatch,dispatch,0.0,100.0,True
299,incapsulation,encapsulation,encapsulation,0.0,100.0,True
300,enviroment,environment,environment,0.0,100.0,True
301,excute,execute,excuse,0.6666666666666666,28.57142857142857,False
302,expection,exception,expecting,0.4444444444444444,55.55555555555556,False
303,funtion,function,function,0.0,100.0,True
304,hexidecimal,hexadecimal,hexadecimal,0.0,100.0,True
305,heirarchy,hierarchy,hierarchy,0.0,100.0,True
306,implimentation,implementation,implementation,0.0,100.0,True
307,intialize,initialize,initialize,0.0,100.0,True
308,instence,instance,instance,0.0,100.0,True
309,intiger,integer,integer,0.0,100.0,True
310,interfase,interface,interface,0.0,100.0,True
311,itterate,iterate,iterate,0.0,100.0,True
312,librery,library,library,0.0,100.0,True
313,middelware,middleware,middelware,0.2,80.0,False
314,namesapce,namespace,namesake,0.375,55.55555555555556,False
315,objct,object,object,0.0,100.0,True
316,opperator,operator,operator,0.0,100.0,True
317,paramter,parameter,parameter,0.0,100.0,True
318,placehoder,placeholder,placeholder,0.0,100.0,True
319,polymorhism,polymorphism,polymorphism,0.0,100.0,True
320,primative,primitive,primitive,0.0,100.0,True
321,protocal,protocol,protocol,0.0,100.0,True
322,pseudocode,pseudocode,pseudopod,0.1111111111111111,80.0,False
323,recurssion,recursion,recursion,0.0,100.0,True
324,referance,reference,reference,0.0,100.0,True
325,reguler expresion,regular expression,regular expression,0.0,100.0,True
326,repostiory,repository,repository,0.0,100.0,True
327,retreive,retrieve,retrieve,0.0,100.0,True
328,serialzation,serialization,serialization,0.0,100.0,True
329,statment,statement,statement,0.0,100.0,True
330,structre,structure,structure,0.0,100.0,True
331,synax,syntax,syntax,0.0,100.0,True
332,templete,template,template,0.0,100.0,True
333,transation,transaction,translation,0.18181818181818182,81.81818181818183,False
334,utillity,utility,utility,0.0,100.0,True
335,variabel,variable,variable,0.0,100.0,True
336,virtualisation,virtualization,virtualisation,0.07142857142857142,92.85714285714286,False
337,vulnerabilty,vulnerability,vulnerability,0.0,100.0,True
338,whitesapce,whitespace,whitesapce,0.2,80.0,False
339,accomodate,accommodate,accommodate,0.0,100.0,True
340,acheive,achieve,achieve,0.0,100.0,True
341,accross,across,across,0.0,100.0,True
342,arguement,argument,argument,0.0,100.0,True
343,begining,beginning,beginning,0.0,100.0,True
344,calender,calendar,calender,0.125,87.5,False
345,catagory,category,category,0.0,100.0,True
346,commited,committed,committed,0.0,100.0,True
347,definately,definitely,definitely,0.0,100.0,True
348,dissapear,disappear,disappear,0.0,100.0,True
349,dissapoint,disappoint,disappoint,0.0,100.0,True
350,embarass,embarrass,embarrass,0.0,100.0,True
351,experiance,experience,experience,0.0,100.0,True
352,foriegn,foreign,foreign,0.0,100.0,True
353,freind,friend,friend,0.0,100.0,True
354,guage,gauge,gauge,0.0,100.0,True
355,greatful,grateful,grateful,0.0,100.0,True
356,gaurentee,guarantee,guarantee,0.0,100.0,True
357,harrass,harass,harass,0.0,100.0,True
358,imediate,immediate,immediate,0.0,100.0,True
359,independant,independent,independent,0.0,100.0,True
360,indispensible,indispensable,indispensable,0.0,100.0,True
361,judgement,judgment,judgement,0.5,50.0,False
362,knowlege,knowledge,knowledge,0.0,100.0,True
363,liason,liaison,liaison,0.0,100.0,True
364,lisence,license,licence,0.14285714285714285,85.71428571428571,False
365,maintenence,maintenance,maintenance,0.0,100.0,True
366,managable,manageable,manageable,0.0,100.0,True
367,manuever,maneuver,maneuver,0.0,100.0,True
368,medival,medieval,medical,0.42857142857142855,50.0,False
369,millenium,millennium,millennium,0.0,100.0,True
370,miniscule,minuscule,miniscule,0.1111111111111111,88.88888888888889,False
371,noticable,noticeable,noticeable,0.0,100.0,True
372,occassion,occasion,occasion,0.0,100.0,True
373,occured,occurred,occurred,0.0,100.0,True
374,persistant,persistent,persistent,0.0,100.0,True
375,posession,possession,possession,0.0,100.0,True
376,preferible,preferable,preferable,0.0,100.0,True
377,priviledge,privilege,privilege,0.0,100.0,True
378,procede,proceed,proceed,0.0,100.0,True
379,proffessional,professional,professional,0.0,100.0,True
380,recieve,receive,receive,0.0,100.0,True
381,recomend,recommend,recommend,0.0,100.0,True
382,relevent,relevant,relevant,0.0,100.0,True
383,responsability,responsibility,responsibility,0.0,100.0,True
384,seperate,separate,separate,0.0,100.0,True
385,severly,severely,severely,0.0,100.0,True
386,succesful,successful,successful,0.0,100.0,True
387,suprise,surprise,surprise,0.0,100.0,True
388,treshold,threshold,threshold,0.0,100.0,True
389,onn,one,on,0.0,66.66666666666666,False
390,twi,two,two,0.0,100.0,True
