Index,Original,Corrected,Predicted,Levenshtein Distance,Accuracy,Exact Match
118,toStrng(),toString(),toStrng(),0.4444444444444444,50.0,False
119,subsring(),substring(),subsring(),0.6,36.36363636363637,False
120,replce(),replace(),replce(),0.5,44.44444444444444,False
121,remvRange(),removeRange(),remvRange(),0.7272727272727273,23.076923076923077,False
122,startsWth(),startsWith(),startsWth(),0.36363636363636365,58.333333333333336,False
123,ndsWith(),endsWith(),ndsWith(),1.0,0.0,False
124,pluss(),plus(),pluss(),0.3333333333333333,66.66666666666666,False
125,minuss(),minus(),minuss(),0.2857142857142857,71.42857142857143,False
126,mapOf(),mapOf(),mapOf(),0.0,100.0,True
127,lstOf(),listOf(),lstOf(),0.8571428571428571,12.5,False
128,filtr(),filter(),filtr(),0.42857142857142855,50.0,False
129,forEch(),forEach(),forEch(),0.5,44.44444444444444,False
130,radom(),random(),radome,0.6666666666666666,25.0,False
131,fnd(),find(),fnd(),0.8,16.666666666666664,False
132,smm(),sum(),smm(),0.2,80.0,False
133,tke(),take(),tke(),0.8,16.666666666666664,False
134,std::cotut,std::cout,std::cotut,0.2222222222222222,77.77777777777779,False
135,std::cni,std::cin,std::cni,0.25,75.0,False
136,getlin(),getline(),getlin(),0.25,66.66666666666666,False
137,puch_back(),push_back(),puch_back(),0.09090909090909091,90.9090909090909,False
138,pop_bck(),pop_back(),pop_bck(),0.4444444444444444,50.0,False
139,sie(),size(),siege,0.6,33.33333333333333,False
140,cler(),clear(),clerk,0.4,42.857142857142854,False
141,emty(),empty(),emty(),0.6666666666666666,28.57142857142857,False
142,bgin(),begin(),bgin(),0.8333333333333334,14.285714285714285,False
143,nd(),end(),nd(),1.0,0.0,False
144,fnd(),find(),fnd(),0.8,16.666666666666664,False
145,instert(),insert(),instert(),0.625,37.5,False
146,earse(),erase(),earse(),0.2857142857142857,71.42857142857143,False
147,ta(),at(),take,1.0,0.0,False
148,frnt(),front(),frnt(),0.6666666666666666,28.57142857142857,False
149,bcak(),back(),bcak(),0.3333333333333333,66.66666666666666,False
150,srot(),sort(),srot(),0.3333333333333333,66.66666666666666,False
151,revrse(),reverse(),revrse(),0.625,33.33333333333333,False
152,mni(),min(),mni(),0.4,60.0,False
153,amx(),max(),amx(),0.4,60.0,False
154,pritnf(),printf(),pritnf(),0.25,75.0,False
155,scfna(),scanf(),scfna(),0.2857142857142857,71.42857142857143,False
156,stcpy(),strcpy(),stcpy(),0.7142857142857143,25.0,False
157,strln(),strlen(),strln(),0.42857142857142855,50.0,False
158,strcm(),strcmp(),strcm(),0.2857142857142857,62.5,False
159,strct(),strcat(),strct(),0.42857142857142855,50.0,False
160,maloc(),malloc(),maloc(),0.5714285714285714,37.5,False
161,caloc(),calloc(),caloc(),0.5714285714285714,37.5,False
162,fre(),free(),free,0.0,66.66666666666666,False
163,reloc(),realloc(),reloc(),0.7142857142857143,22.22222222222222,False
164,memset(),memset(),memset(),0.0,100.0,True
165,mcpy(),memcpy(),mcpy(),0.8333333333333334,12.5,False
166,fpen(),fopen(),fpen(),0.8333333333333334,14.285714285714285,False
167,flose(),fclose(),flose(),0.8571428571428571,12.5,False
168,fgts(),fgets(),fgts(),0.6666666666666666,28.57142857142857,False
169,fputss(),fputs(),fputss(),0.2857142857142857,71.42857142857143,False
170,fprntf(),fprintf(),fprntf(),0.625,33.33333333333333,False
171,fscnf(),fscanf(),fscnf(),0.5714285714285714,37.5,False
172,squrt(),sqrt(),squrt(),0.6666666666666666,33.33333333333333,False
173,pwo(),pow(),pwo(),0.4,60.0,False
174,Console.WriteLin(),Console.WriteLine(),Console.WriteLin(),0.1111111111111111,84.21052631578947,False
175,Console.Readlin(),Console.ReadLine(),Console.Readlin(),0.17647058823529413,77.77777777777779,False
176,Equls(),Equals(),Equls(),0.5714285714285714,37.5,False
177,ToStrng(),ToString(),ToStrng(),0.4444444444444444,50.0,False
178,Pars(),Parse(),Pars(),0.3333333333333333,57.14285714285714,False
179,Aad(),Add(),Aad(),0.2,80.0,False
180,Rmove(),Remove(),Rmove(),0.8571428571428571,12.5,False
181,Subtring(),Substring(),Subtring(),0.7,27.27272727272727,False
182,IndxOf(),IndexOf(),IndxOf(),0.625,33.33333333333333,False
183,Contians(),Contains(),Contians(),0.2,80.0,False
184,Replce(),Replace(),Replce(),0.5,44.44444444444444,False
185,Trimm(),Trim(),Trimm(),0.3333333333333333,66.66666666666666,False
186,StartsWth(),StartsWith(),StartsWth(),0.36363636363636365,58.333333333333336,False
187,Endswth(),EndsWith(),Endswth(),0.5555555555555556,40.0,False
188,ToUppr(),ToUpper(),ToUppr(),0.375,55.55555555555556,False
189,ToLowr(),ToLower(),ToLowr(),0.375,55.55555555555556,False
190,Jion(),Join(),Jion(),0.3333333333333333,66.66666666666666,False
191,Srot(),Sort(),Srot(),0.3333333333333333,66.66666666666666,False
192,Fnd(),Find(),Fnd(),0.8,16.666666666666664,False
193,Lngth(),Length(),Lngth(),0.8571428571428571,12.5,False
194,conole.log(),console.log(),conole.log(),0.75,23.076923076923077,False
195,alret(),alert(),alret(),0.2857142857142857,71.42857142857143,False
196,promt(),prompt(),promt(),0.42857142857142855,50.0,False
197,parsInt(),parseInt(),parsInt(),0.5555555555555556,40.0,False
198,parsFloat(),parseFloat(),parsFloat(),0.6363636363636364,33.33333333333333,False
199,toStrng(),toString(),toStrng(),0.4444444444444444,50.0,False
200,charAt(),charAt(),charAt(),0.0,100.0,True
201,indxOf(),indexOf(),indxOf(),0.625,33.33333333333333,False
202,splitt(),split(),splitter,0.2857142857142857,71.42857142857143,False
203,jion(),join(),jion(),0.3333333333333333,66.66666666666666,False
204,puh(),push(),puh(),0.6,33.33333333333333,False
205,popp(),pop(),poppy,0.4,60.0,False
206,shft(),shift(),shft(),0.6666666666666666,28.57142857142857,False
207,unshft(),unshift(),unshft(),0.5,44.44444444444444,False
208,forEch(),forEach(),forEch(),0.5,44.44444444444444,False
209,mapp(),map(),mapped,0.4,60.0,False
210,filtr(),filter(),filtr(),0.42857142857142855,50.0,False
211,reuce(),reduce(),reuce(),0.7142857142857143,25.0,False
212,srot(),sort(),srot(),0.3333333333333333,66.66666666666666,False
213,incldes(),includes(),incldes(),0.5555555555555556,40.0,False
214,bakground-color,background-color,bakground-color,0.8666666666666667,12.5,False
215,fnt-size,font-size,fantasize,0.2222222222222222,77.77777777777779,False
216,txt-align,text-align,txt-align,0.8888888888888888,10.0,False
217,colur,color,colour,0.2,80.0,False
218,brder,border,order,1.0,0.0,False
219,pading,padding,paying,0.6666666666666666,28.57142857142857,False
220,maring,margin,making,0.6666666666666666,33.33333333333333,False
221,disply,display,display,0.0,100.0,True
222,widht,width,width,0.0,100.0,True
223,hieght,height,height,0.0,100.0,True
224,positon,position,position,0.0,100.0,True
225,flx,flex,fax,0.6666666666666666,25.0,False
226,grdi,grid,grid,0.0,100.0,True
227,txt-decoration,text-decoration,txt-decoration,0.9285714285714286,6.666666666666667,False
228,font-wieght,font-weight,font-wieght,0.18181818181818182,81.81818181818183,False
229,opacty,opacity,opacity,0.0,100.0,True
230,overflw,overflow,overflow,0.0,100.0,True
231,visibilty,visibility,visibility,0.0,100.0,True
232,zindx,z-index,find,1.0,0.0,False
233,line-heght,line-height,line-heght,0.3,63.63636363636363,False
234,indx,index,index,0.0,100.0,True
235,countr,counter,county,0.16666666666666666,71.42857142857143,False
236,totl,total,total,0.0,100.0,True
237,avrage,average,average,0.0,100.0,True
238,tep,temp,top,0.6666666666666666,25.0,False
239,reslt,result,result,0.0,100.0,True
240,bufer,buffer,buyer,0.6,33.33333333333333,False
241,usernme,username,username,0.0,100.0,True
242,pasword,password,password,0.0,100.0,True
243,dat,data,dat,0.0,75.0,False
244,itm,item,it,0.0,50.0,False
245,lenght,length,length,0.0,100.0,True
246,hight,height,hight,0.8,16.666666666666664,False
247,widht,width,width,0.0,100.0,True
248,amout,amount,about,0.4,50.0,False
249,kye,key,key,0.0,100.0,True
250,vlaue,value,value,0.0,100.0,True
251,timesamp,timestamp,timestamp,0.0,100.0,True
252,settngs,settings,settings,0.0,100.0,True
253,stauss,status,strauss,0.3333333333333333,66.66666666666666,False
254,mesage,message,message,0.0,100.0,True
255,priorty,priority,priority,0.0,100.0,True
256,flg,flag,flag,0.0,100.0,True
257,priec,price,price,0.0,100.0,True
258,qunatity,quantity,quantity,0.0,100.0,True
259,lst,list,list,0.0,100.0,True
260,usrId,userId,used,0.25,50.0,False
261,costomer,customer,customer,0.0,100.0,True
262,evnt,event,event,0.0,100.0,True
263,respose,response,response,0.0,100.0,True
264,cnfig,config,fig,1.0,0.0,False
265,couunt,count,count,0.0,100.0,True
266,pae,page,page,0.0,100.0,True
267,eror,error,error,0.0,100.0,True
268,stae,state,state,0.0,100.0,True
269,positon,position,position,0.0,100.0,True
270,opton,option,option,0.0,100.0,True
271,descripton,description,description,0.0,100.0,True
272,durration,duration,duration,0.0,100.0,True
273,adrees,address,agrees,0.5,42.857142857142854,False
274,permisson,permission,permission,0.0,100.0,True
275,toekn,token,token,0.0,100.0,True
276,leval,level,level,0.0,100.0,True
277,detals,details,details,0.0,100.0,True
278,custmerId,customerId,custmerId,0.5555555555555556,40.0,False
279,recrod,record,record,0.0,100.0,True
280,pat,path,pat,0.0,75.0,False
281,parnt,parent,part,0.25,50.0,False
282,verison,version,version,0.0,100.0,True
283,emial,email,email,0.0,100.0,True
284,asyncronous,asynchronous,asynchronous,0.0,100.0,True
285,authentification,authentication,authentication,0.0,100.0,True
286,boolen,boolean,boolean,0.0,100.0,True
287,callbak,callback,callback,0.0,100.0,True
288,concatanate,concatenate,concatenate,0.0,100.0,True
289,constent,constant,content,0.5714285714285714,37.5,False
290,constructer,constructor,constructed,0.18181818181818182,81.81818181818183,False
291,contineu,continue,continue,0.0,100.0,True
292,decleration,declaration,declaration,0.0,100.0,True
293,defualt,default,default,0.0,100.0,True
294,dependancy,dependency,dependency,0.0,100.0,True
295,dequue,dequeue,deluxe,0.5,42.857142857142854,False
296,destructure,destructure,restructure,0.09090909090909091,90.9090909090909,False
297,dictionery,dictionary,dictionary,0.0,100.0,True
298,dispach,dispatch,dispatch,0.0,100.0,True
299,incapsulation,encapsulation,encapsulation,0.0,100.0,True
300,enviroment,environment,environment,0.0,100.0,True
301,excute,execute,execute,0.0,100.0,True
302,expection,exception,election,0.875,11.11111111111111,False
303,funtion,function,function,0.0,100.0,True
304,hexidecimal,hexadecimal,hexadecimal,0.0,100.0,True
305,heirarchy,hierarchy,hierarchy,0.0,100.0,True
306,implimentation,implementation,implementation,0.0,100.0,True
307,intialize,initialize,initialize,0.0,100.0,True
308,instence,instance,instance,0.0,100.0,True
309,intiger,integer,integer,0.0,100.0,True
310,interfase,interface,interface,0.0,100.0,True
311,itterate,iterate,iterate,0.0,100.0,True
312,librery,library,library,0.0,100.0,True
313,middelware,middleware,middelware,0.2,80.0,False
314,namesapce,namespace,namesake,0.375,55.55555555555556,False
315,objct,object,object,0.0,100.0,True
316,opperator,operator,operator,0.0,100.0,True
317,paramter,parameter,parameter,0.0,100.0,True
318,placehoder,placeholder,placeholder,0.0,100.0,True
319,polymorhism,polymorphism,polymorphism,0.0,100.0,True
320,primative,primitive,primitive,0.0,100.0,True
321,protocal,protocol,protocol,0.0,100.0,True
322,pseudocode,pseudocode,pseudocode,0.0,100.0,True
323,recurssion,recursion,recursion,0.0,100.0,True
324,referance,reference,reference,0.0,100.0,True
325,reguler expresion,regular expression,regular expression,0.0,100.0,True
326,repostiory,repository,repository,0.0,100.0,True
327,retreive,retrieve,retrieve,0.0,100.0,True
328,serialzation,serialization,serialization,0.0,100.0,True
329,statment,statement,statement,0.0,100.0,True
330,structre,structure,structure,0.0,100.0,True
331,synax,syntax,syntax,0.0,100.0,True
332,templete,template,template,0.0,100.0,True
333,transation,transaction,translation,0.18181818181818182,81.81818181818183,False
334,utillity,utility,utility,0.0,100.0,True
335,variabel,variable,variable,0.0,100.0,True
336,virtualisation,virtualization,virtualisation,0.07142857142857142,92.85714285714286,False
337,vulnerabilty,vulnerability,vulnerability,0.0,100.0,True
338,whitesapce,whitespace,whitesapce,0.2,80.0,False
339,accomodate,accommodate,accommodate,0.0,100.0,True
340,acheive,achieve,achieve,0.0,100.0,True
341,accross,across,across,0.0,100.0,True
342,arguement,argument,argument,0.0,100.0,True
343,begining,beginning,beginning,0.0,100.0,True
344,calender,calendar,calender,0.125,87.5,False
345,catagory,category,category,0.0,100.0,True
346,commited,committed,committed,0.0,100.0,True
347,definately,definitely,definitely,0.0,100.0,True
348,dissapear,disappear,disappear,0.0,100.0,True
349,dissapoint,disappoint,disappoint,0.0,100.0,True
350,embarass,embarrass,embarrass,0.0,100.0,True
351,experiance,experience,experience,0.0,100.0,True
352,foriegn,foreign,foreign,0.0,100.0,True
353,freind,friend,friend,0.0,100.0,True
354,guage,gauge,gauge,0.0,100.0,True
355,greatful,grateful,grateful,0.0,100.0,True
356,gaurentee,guarantee,guarantee,0.0,100.0,True
357,harrass,harass,harass,0.0,100.0,True
358,imediate,immediate,immediate,0.0,100.0,True
359,independant,independent,independent,0.0,100.0,True
360,indispensible,indispensable,indispensable,0.0,100.0,True
361,judgement,judgment,judgement,0.5,50.0,False
362,knowlege,knowledge,knowledge,0.0,100.0,True
363,liason,liaison,liaison,0.0,100.0,True
364,lisence,license,licence,0.14285714285714285,85.71428571428571,False
365,maintenence,maintenance,maintenance,0.0,100.0,True
366,managable,manageable,manageable,0.0,100.0,True
367,manuever,maneuver,manuever,0.25,75.0,False
368,medival,medieval,medical,0.42857142857142855,50.0,False
369,millenium,millennium,millennium,0.0,100.0,True
370,miniscule,minuscule,minuscule,0.0,100.0,True
371,noticable,noticeable,noticeable,0.0,100.0,True
372,occassion,occasion,occasion,0.0,100.0,True
373,occured,occurred,occurred,0.0,100.0,True
374,persistant,persistent,persistent,0.0,100.0,True
375,posession,possession,possession,0.0,100.0,True
376,preferible,preferable,preferable,0.0,100.0,True
377,priviledge,privilege,privilege,0.0,100.0,True
378,procede,proceed,proceed,0.0,100.0,True
379,proffessional,professional,professional,0.0,100.0,True
380,recieve,receive,receive,0.0,100.0,True
381,recomend,recommend,recommend,0.0,100.0,True
382,relevent,relevant,relevant,0.0,100.0,True
383,responsability,responsibility,responsibility,0.0,100.0,True
384,seperate,separate,separate,0.0,100.0,True
385,severly,severely,beverly,0.42857142857142855,50.0,False
386,succesful,successful,successful,0.0,100.0,True
387,suprise,surprise,surprise,0.0,100.0,True
388,treshold,threshold,threshold,0.0,100.0,True
389,onn,one,on,0.0,66.66666666666666,False
390,twi,two,twi,0.3333333333333333,66.66666666666666,False
391,thre,three,there,0.4,60.0,False
392,forr,four,for,0.3333333333333333,50.0,False
393,fiev,five,five,0.0,100.0,True
